lembur_id,karyawan_id,tanggal,jam_mulai,jam_selesai,durasi_jam,status_approval,keterangan
648,34,2024-09-05,2024-09-05 17:30:00,2024-09-05 21:30:00,4,Ditolak,Lembur proyek 3
649,39,2024-09-05,2024-09-05 17:30:00,2024-09-05 20:30:00,3,Disetujui,Lembur proyek 1
650,50,2024-09-05,2024-09-05 17:30:00,2024-09-05 19:30:00,2,Disetujui,Lembur proyek 5
651,13,2024-09-06,2024-09-06 17:30:00,2024-09-06 18:30:00,1,Ditolak,Lembur proyek 3
652,18,2024-09-06,2024-09-06 17:30:00,2024-09-06 18:30:00,1,Ditolak,Lembur proyek 5
653,24,2024-09-06,2024-09-06 17:30:00,2024-09-06 20:30:00,3,Ditolak,Lembur proyek 3
654,25,2024-09-06,2024-09-06 17:30:00,2024-09-06 21:30:00,4,Disetujui,Lembur proyek 2
655,28,2024-09-06,2024-09-06 17:30:00,2024-09-06 20:30:00,3,Ditolak,Lembur proyek 1
656,35,2024-09-06,2024-09-06 17:30:00,2024-09-06 21:30:00,4,Ditolak,Lembur proyek 4
657,38,2024-09-06,2024-09-06 17:30:00,2024-09-06 18:30:00,1,Ditolak,Lembur proyek 2
658,40,2024-09-06,2024-09-06 17:30:00,2024-09-06 19:30:00,2,Disetujui,Lembur proyek 2
659,41,2024-09-06,2024-09-06 17:30:00,2024-09-06 21:30:00,4,Ditolak,Lembur proyek 1
660,49,2024-09-06,2024-09-06 17:30:00,2024-09-06 21:30:00,4,Disetujui,Lembur proyek 2
661,16,2024-09-07,2024-09-07 17:30:00,2024-09-07 18:30:00,1,Ditolak,Lembur proyek 3
662,19,2024-09-07,2024-09-07 17:30:00,2024-09-07 20:30:00,3,Disetujui,Lembur proyek 2
663,27,2024-09-07,2024-09-07 17:30:00,2024-09-07 21:30:00,4,Disetujui,Lembur proyek 2
664,28,2024-09-07,2024-09-07 17:30:00,2024-09-07 21:30:00,4,Ditolak,Lembur proyek 2
665,32,2024-09-07,2024-09-07 17:30:00,2024-09-07 20:30:00,3,Ditolak,Lembur proyek 1
666,34,2024-09-07,2024-09-07 17:30:00,2024-09-07 19:30:00,2,Disetujui,Lembur proyek 3
667,37,2024-09-07,2024-09-07 17:30:00,2024-09-07 20:30:00,3,Disetujui,Lembur proyek 3
668,46,2024-09-07,2024-09-07 17:30:00,2024-09-07 20:30:00,3,Disetujui,Lembur proyek 4
669,49,2024-09-07,2024-09-07 17:30:00,2024-09-07 18:30:00,1,Disetujui,Lembur proyek 5
670,2,2024-09-08,2024-09-08 17:30:00,2024-09-08 21:30:00,4,Ditolak,Lembur proyek 4
671,6,2024-09-08,2024-09-08 17:30:00,2024-09-08 19:30:00,2,Ditolak,Lembur proyek 2
672,8,2024-09-08,2024-09-08 17:30:00,2024-09-08 18:30:00,1,Ditolak,Lembur proyek 5
673,11,2024-09-08,2024-09-08 17:30:00,2024-09-08 19:30:00,2,Disetujui,Lembur proyek 5
674,12,2024-09-08,2024-09-08 17:30:00,2024-09-08 18:30:00,1,Ditolak,Lembur proyek 1
675,17,2024-09-08,2024-09-08 17:30:00,2024-09-08 18:30:00,1,Disetujui,Lembur proyek 4
676,38,2024-09-08,2024-09-08 17:30:00,2024-09-08 20:30:00,3,Ditolak,Lembur proyek 4
677,43,2024-09-08,2024-09-08 17:30:00,2024-09-08 19:30:00,2,Disetujui,Lembur proyek 1
678,46,2024-09-08,2024-09-08 17:30:00,2024-09-08 21:30:00,4,Disetujui,Lembur proyek 5
679,2,2024-09-09,2024-09-09 17:30:00,2024-09-09 19:30:00,2,Ditolak,Lembur proyek 3
680,3,2024-09-09,2024-09-09 17:30:00,2024-09-09 18:30:00,1,Ditolak,Lembur proyek 4
681,8,2024-09-09,2024-09-09 17:30:00,2024-09-09 21:30:00,4,Disetujui,Lembur proyek 2
682,39,2024-09-09,2024-09-09 17:30:00,2024-09-09 21:30:00,4,Disetujui,Lembur proyek 3
683,42,2024-09-09,2024-09-09 17:30:00,2024-09-09 21:30:00,4,Disetujui,Lembur proyek 4
684,3,2024-09-10,2024-09-10 17:30:00,2024-09-10 19:30:00,2,Ditolak,Lembur proyek 5
685,10,2024-09-10,2024-09-10 17:30:00,2024-09-10 18:30:00,1,Disetujui,Lembur proyek 5
686,12,2024-09-10,2024-09-10 17:30:00,2024-09-10 19:30:00,2,Ditolak,Lembur proyek 5
687,14,2024-09-10,2024-09-10 17:30:00,2024-09-10 21:30:00,4,Ditolak,Lembur proyek 5
688,16,2024-09-10,2024-09-10 17:30:00,2024-09-10 18:30:00,1,Ditolak,Lembur proyek 1
689,24,2024-09-10,2024-09-10 17:30:00,2024-09-10 21:30:00,4,Ditolak,Lembur proyek 2
690,27,2024-09-10,2024-09-10 17:30:00,2024-09-10 20:30:00,3,Disetujui,Lembur proyek 1
691,31,2024-09-10,2024-09-10 17:30:00,2024-09-10 21:30:00,4,Ditolak,Lembur proyek 4
692,39,2024-09-10,2024-09-10 17:30:00,2024-09-10 18:30:00,1,Ditolak,Lembur proyek 3
693,45,2024-09-10,2024-09-10 17:30:00,2024-09-10 20:30:00,3,Ditolak,Lembur proyek 4
694,49,2024-09-10,2024-09-10 17:30:00,2024-09-10 18:30:00,1,Disetujui,Lembur proyek 2
695,2,2024-09-11,2024-09-11 17:30:00,2024-09-11 21:30:00,4,Ditolak,Lembur proyek 2
696,5,2024-09-11,2024-09-11 17:30:00,2024-09-11 20:30:00,3,Ditolak,Lembur proyek 2
697,6,2024-09-11,2024-09-11 17:30:00,2024-09-11 20:30:00,3,Ditolak,Lembur proyek 2
698,8,2024-09-11,2024-09-11 17:30:00,2024-09-11 19:30:00,2,Disetujui,Lembur proyek 3
699,11,2024-09-11,2024-09-11 17:30:00,2024-09-11 19:30:00,2,Ditolak,Lembur proyek 5
700,12,2024-09-11,2024-09-11 17:30:00,2024-09-11 19:30:00,2,Ditolak,Lembur proyek 1
701,32,2024-09-11,2024-09-11 17:30:00,2024-09-11 19:30:00,2,Disetujui,Lembur proyek 2
702,33,2024-09-11,2024-09-11 17:30:00,2024-09-11 21:30:00,4,Disetujui,Lembur proyek 2
703,40,2024-09-11,2024-09-11 17:30:00,2024-09-11 19:30:00,2,Disetujui,Lembur proyek 3
704,43,2024-09-11,2024-09-11 17:30:00,2024-09-11 21:30:00,4,Disetujui,Lembur proyek 4
705,45,2024-09-11,2024-09-11 17:30:00,2024-09-11 20:30:00,3,Ditolak,Lembur proyek 5
706,47,2024-09-11,2024-09-11 17:30:00,2024-09-11 18:30:00,1,Disetujui,Lembur proyek 3
707,50,2024-09-11,2024-09-11 17:30:00,2024-09-11 21:30:00,4,Ditolak,Lembur proyek 3
708,8,2024-09-12,2024-09-12 17:30:00,2024-09-12 20:30:00,3,Ditolak,Lembur proyek 4
709,10,2024-09-12,2024-09-12 17:30:00,2024-09-12 18:30:00,1,Disetujui,Lembur proyek 3
710,11,2024-09-12,2024-09-12 17:30:00,2024-09-12 21:30:00,4,Disetujui,Lembur proyek 4
711,12,2024-09-12,2024-09-12 17:30:00,2024-09-12 21:30:00,4,Ditolak,Lembur proyek 1
712,15,2024-09-12,2024-09-12 17:30:00,2024-09-12 21:30:00,4,Disetujui,Lembur proyek 1
713,20,2024-09-12,2024-09-12 17:30:00,2024-09-12 20:30:00,3,Ditolak,Lembur proyek 2
714,29,2024-09-12,2024-09-12 17:30:00,2024-09-12 21:30:00,4,Disetujui,Lembur proyek 1
715,34,2024-09-12,2024-09-12 17:30:00,2024-09-12 20:30:00,3,Ditolak,Lembur proyek 3
716,36,2024-09-12,2024-09-12 17:30:00,2024-09-12 18:30:00,1,Ditolak,Lembur proyek 3
717,37,2024-09-12,2024-09-12 17:30:00,2024-09-12 21:30:00,4,Ditolak,Lembur proyek 5
718,44,2024-09-12,2024-09-12 17:30:00,2024-09-12 19:30:00,2,Disetujui,Lembur proyek 4
719,45,2024-09-12,2024-09-12 17:30:00,2024-09-12 20:30:00,3,Disetujui,Lembur proyek 3
720,47,2024-09-12,2024-09-12 17:30:00,2024-09-12 20:30:00,3,Ditolak,Lembur proyek 4
721,49,2024-09-12,2024-09-12 17:30:00,2024-09-12 20:30:00,3,Ditolak,Lembur proyek 4
722,5,2024-09-13,2024-09-13 17:30:00,2024-09-13 18:30:00,1,Disetujui,Lembur proyek 1
723,11,2024-09-13,2024-09-13 17:30:00,2024-09-13 19:30:00,2,Disetujui,Lembur proyek 4
724,23,2024-09-13,2024-09-13 17:30:00,2024-09-13 20:30:00,3,Ditolak,Lembur proyek 1
725,25,2024-09-13,2024-09-13 17:30:00,2024-09-13 21:30:00,4,Ditolak,Lembur proyek 2
726,30,2024-09-13,2024-09-13 17:30:00,2024-09-13 21:30:00,4,Ditolak,Lembur proyek 1
727,35,2024-09-13,2024-09-13 17:30:00,2024-09-13 20:30:00,3,Disetujui,Lembur proyek 4
728,39,2024-09-13,2024-09-13 17:30:00,2024-09-13 19:30:00,2,Ditolak,Lembur proyek 5
729,41,2024-09-13,2024-09-13 17:30:00,2024-09-13 21:30:00,4,Disetujui,Lembur proyek 4
730,44,2024-09-13,2024-09-13 17:30:00,2024-09-13 19:30:00,2,Disetujui,Lembur proyek 2
731,45,2024-09-13,2024-09-13 17:30:00,2024-09-13 19:30:00,2,Ditolak,Lembur proyek 2
732,46,2024-09-13,2024-09-13 17:30:00,2024-09-13 19:30:00,2,Disetujui,Lembur proyek 5
733,10,2024-09-14,2024-09-14 17:30:00,2024-09-14 21:30:00,4,Disetujui,Lembur proyek 3
734,13,2024-09-14,2024-09-14 17:30:00,2024-09-14 18:30:00,1,Disetujui,Lembur proyek 5
735,14,2024-09-14,2024-09-14 17:30:00,2024-09-14 19:30:00,2,Ditolak,Lembur proyek 3
736,16,2024-09-14,2024-09-14 17:30:00,2024-09-14 21:30:00,4,Ditolak,Lembur proyek 4
737,31,2024-09-14,2024-09-14 17:30:00,2024-09-14 20:30:00,3,Disetujui,Lembur proyek 2
738,37,2024-09-14,2024-09-14 17:30:00,2024-09-14 20:30:00,3,Ditolak,Lembur proyek 4
739,45,2024-09-14,2024-09-14 17:30:00,2024-09-14 19:30:00,2,Disetujui,Lembur proyek 4
740,46,2024-09-14,2024-09-14 17:30:00,2024-09-14 21:30:00,4,Disetujui,Lembur proyek 1
741,47,2024-09-14,2024-09-14 17:30:00,2024-09-14 18:30:00,1,Ditolak,Lembur proyek 4
742,49,2024-09-14,2024-09-14 17:30:00,2024-09-14 18:30:00,1,Disetujui,Lembur proyek 4
743,9,2024-09-15,2024-09-15 17:30:00,2024-09-15 21:30:00,4,Ditolak,Lembur proyek 5
744,17,2024-09-15,2024-09-15 17:30:00,2024-09-15 18:30:00,1,Disetujui,Lembur proyek 4
745,21,2024-09-15,2024-09-15 17:30:00,2024-09-15 18:30:00,1,Ditolak,Lembur proyek 1
746,39,2024-09-15,2024-09-15 17:30:00,2024-09-15 19:30:00,2,Ditolak,Lembur proyek 4
747,41,2024-09-15,2024-09-15 17:30:00,2024-09-15 21:30:00,4,Ditolak,Lembur proyek 2
748,45,2024-09-15,2024-09-15 17:30:00,2024-09-15 20:30:00,3,Ditolak,Lembur proyek 4
749,46,2024-09-15,2024-09-15 17:30:00,2024-09-15 18:30:00,1,Ditolak,Lembur proyek 2
750,49,2024-09-15,2024-09-15 17:30:00,2024-09-15 19:30:00,2,Ditolak,Lembur proyek 1
751,2,2024-09-16,2024-09-16 17:30:00,2024-09-16 21:30:00,4,Ditolak,Lembur proyek 1
752,5,2024-09-16,2024-09-16 17:30:00,2024-09-16 21:30:00,4,Ditolak,Lembur proyek 5
753,7,2024-09-16,2024-09-16 17:30:00,2024-09-16 21:30:00,4,Disetujui,Lembur proyek 4
754,10,2024-09-16,2024-09-16 17:30:00,2024-09-16 20:30:00,3,Disetujui,Lembur proyek 1
755,12,2024-09-16,2024-09-16 17:30:00,2024-09-16 19:30:00,2,Disetujui,Lembur proyek 5
756,17,2024-09-16,2024-09-16 17:30:00,2024-09-16 19:30:00,2,Disetujui,Lembur proyek 5
757,18,2024-09-16,2024-09-16 17:30:00,2024-09-16 18:30:00,1,Ditolak,Lembur proyek 2
758,21,2024-09-16,2024-09-16 17:30:00,2024-09-16 20:30:00,3,Disetujui,Lembur proyek 3
759,26,2024-09-16,2024-09-16 17:30:00,2024-09-16 20:30:00,3,Ditolak,Lembur proyek 4
760,27,2024-09-16,2024-09-16 17:30:00,2024-09-16 19:30:00,2,Ditolak,Lembur proyek 1
761,33,2024-09-16,2024-09-16 17:30:00,2024-09-16 20:30:00,3,Disetujui,Lembur proyek 1
762,37,2024-09-16,2024-09-16 17:30:00,2024-09-16 19:30:00,2,Disetujui,Lembur proyek 2
763,40,2024-09-16,2024-09-16 17:30:00,2024-09-16 20:30:00,3,Ditolak,Lembur proyek 1
764,43,2024-09-16,2024-09-16 17:30:00,2024-09-16 18:30:00,1,Ditolak,Lembur proyek 5
765,47,2024-09-16,2024-09-16 17:30:00,2024-09-16 21:30:00,4,Ditolak,Lembur proyek 3
766,48,2024-09-16,2024-09-16 17:30:00,2024-09-16 21:30:00,4,Disetujui,Lembur proyek 5
767,50,2024-09-16,2024-09-16 17:30:00,2024-09-16 19:30:00,2,Ditolak,Lembur proyek 3
768,4,2024-09-17,2024-09-17 17:30:00,2024-09-17 18:30:00,1,Ditolak,Lembur proyek 2
769,14,2024-09-17,2024-09-17 17:30:00,2024-09-17 18:30:00,1,Ditolak,Lembur proyek 1
770,19,2024-09-17,2024-09-17 17:30:00,2024-09-17 19:30:00,2,Ditolak,Lembur proyek 2
771,20,2024-09-17,2024-09-17 17:30:00,2024-09-17 20:30:00,3,Ditolak,Lembur proyek 1
772,29,2024-09-17,2024-09-17 17:30:00,2024-09-17 19:30:00,2,Disetujui,Lembur proyek 3
773,32,2024-09-17,2024-09-17 17:30:00,2024-09-17 18:30:00,1,Disetujui,Lembur proyek 4
774,35,2024-09-17,2024-09-17 17:30:00,2024-09-17 21:30:00,4,Disetujui,Lembur proyek 2
775,40,2024-09-17,2024-09-17 17:30:00,2024-09-17 21:30:00,4,Disetujui,Lembur proyek 4
776,50,2024-09-17,2024-09-17 17:30:00,2024-09-17 18:30:00,1,Disetujui,Lembur proyek 3
777,3,2024-09-18,2024-09-18 17:30:00,2024-09-18 19:30:00,2,Ditolak,Lembur proyek 1
778,5,2024-09-18,2024-09-18 17:30:00,2024-09-18 19:30:00,2,Disetujui,Lembur proyek 1
779,10,2024-09-18,2024-09-18 17:30:00,2024-09-18 18:30:00,1,Disetujui,Lembur proyek 5
780,14,2024-09-18,2024-09-18 17:30:00,2024-09-18 21:30:00,4,Ditolak,Lembur proyek 1
781,16,2024-09-18,2024-09-18 17:30:00,2024-09-18 18:30:00,1,Ditolak,Lembur proyek 2
782,17,2024-09-18,2024-09-18 17:30:00,2024-09-18 21:30:00,4,Ditolak,Lembur proyek 5
783,18,2024-09-18,2024-09-18 17:30:00,2024-09-18 18:30:00,1,Disetujui,Lembur proyek 4
784,19,2024-09-18,2024-09-18 17:30:00,2024-09-18 21:30:00,4,Ditolak,Lembur proyek 3
785,24,2024-09-18,2024-09-18 17:30:00,2024-09-18 20:30:00,3,Disetujui,Lembur proyek 3
786,26,2024-09-18,2024-09-18 17:30:00,2024-09-18 18:30:00,1,Disetujui,Lembur proyek 5
787,36,2024-09-18,2024-09-18 17:30:00,2024-09-18 18:30:00,1,Ditolak,Lembur proyek 3
788,9,2024-09-19,2024-09-19 17:30:00,2024-09-19 21:30:00,4,Ditolak,Lembur proyek 4
789,14,2024-09-19,2024-09-19 17:30:00,2024-09-19 20:30:00,3,Ditolak,Lembur proyek 4
790,15,2024-09-19,2024-09-19 17:30:00,2024-09-19 20:30:00,3,Disetujui,Lembur proyek 5
791,25,2024-09-19,2024-09-19 17:30:00,2024-09-19 18:30:00,1,Disetujui,Lembur proyek 1
792,28,2024-09-19,2024-09-19 17:30:00,2024-09-19 21:30:00,4,Ditolak,Lembur proyek 3
793,34,2024-09-19,2024-09-19 17:30:00,2024-09-19 20:30:00,3,Disetujui,Lembur proyek 4
794,40,2024-09-19,2024-09-19 17:30:00,2024-09-19 20:30:00,3,Disetujui,Lembur proyek 5
795,47,2024-09-19,2024-09-19 17:30:00,2024-09-19 18:30:00,1,Disetujui,Lembur proyek 1
796,1,2024-09-20,2024-09-20 17:30:00,2024-09-20 20:30:00,3,Disetujui,Lembur proyek 3
797,3,2024-09-20,2024-09-20 17:30:00,2024-09-20 21:30:00,4,Disetujui,Lembur proyek 5
798,6,2024-09-20,2024-09-20 17:30:00,2024-09-20 20:30:00,3,Ditolak,Lembur proyek 2
799,18,2024-09-20,2024-09-20 17:30:00,2024-09-20 20:30:00,3,Disetujui,Lembur proyek 2
800,24,2024-09-20,2024-09-20 17:30:00,2024-09-20 19:30:00,2,Disetujui,Lembur proyek 2
801,33,2024-09-20,2024-09-20 17:30:00,2024-09-20 21:30:00,4,Ditolak,Lembur proyek 2
802,36,2024-09-20,2024-09-20 17:30:00,2024-09-20 21:30:00,4,Disetujui,Lembur proyek 5
803,40,2024-09-20,2024-09-20 17:30:00,2024-09-20 21:30:00,4,Ditolak,Lembur proyek 3
804,42,2024-09-20,2024-09-20 17:30:00,2024-09-20 20:30:00,3,Disetujui,Lembur proyek 5
805,43,2024-09-20,2024-09-20 17:30:00,2024-09-20 19:30:00,2,Ditolak,Lembur proyek 1
806,44,2024-09-20,2024-09-20 17:30:00,2024-09-20 20:30:00,3,Ditolak,Lembur proyek 4
807,45,2024-09-20,2024-09-20 17:30:00,2024-09-20 21:30:00,4,Ditolak,Lembur proyek 3
808,47,2024-09-20,2024-09-20 17:30:00,2024-09-20 20:30:00,3,Disetujui,Lembur proyek 4
809,49,2024-09-20,2024-09-20 17:30:00,2024-09-20 20:30:00,3,Disetujui,Lembur proyek 3
810,4,2024-09-21,2024-09-21 17:30:00,2024-09-21 18:30:00,1,Disetujui,Lembur proyek 1
811,6,2024-09-21,2024-09-21 17:30:00,2024-09-21 21:30:00,4,Disetujui,Lembur proyek 1
812,11,2024-09-21,2024-09-21 17:30:00,2024-09-21 18:30:00,1,Disetujui,Lembur proyek 3
813,12,2024-09-21,2024-09-21 17:30:00,2024-09-21 20:30:00,3,Ditolak,Lembur proyek 2
814,21,2024-09-21,2024-09-21 17:30:00,2024-09-21 19:30:00,2,Ditolak,Lembur proyek 3
815,22,2024-09-21,2024-09-21 17:30:00,2024-09-21 21:30:00,4,Ditolak,Lembur proyek 5
816,24,2024-09-21,2024-09-21 17:30:00,2024-09-21 18:30:00,1,Ditolak,Lembur proyek 1
817,37,2024-09-21,2024-09-21 17:30:00,2024-09-21 20:30:00,3,Ditolak,Lembur proyek 4
818,38,2024-09-21,2024-09-21 17:30:00,2024-09-21 19:30:00,2,Disetujui,Lembur proyek 4
819,40,2024-09-21,2024-09-21 17:30:00,2024-09-21 18:30:00,1,Disetujui,Lembur proyek 2
820,42,2024-09-21,2024-09-21 17:30:00,2024-09-21 18:30:00,1,Ditolak,Lembur proyek 5
821,44,2024-09-21,2024-09-21 17:30:00,2024-09-21 18:30:00,1,Disetujui,Lembur proyek 5
822,4,2024-09-22,2024-09-22 17:30:00,2024-09-22 18:30:00,1,Ditolak,Lembur proyek 4
823,5,2024-09-22,2024-09-22 17:30:00,2024-09-22 21:30:00,4,Disetujui,Lembur proyek 3
824,8,2024-09-22,2024-09-22 17:30:00,2024-09-22 18:30:00,1,Ditolak,Lembur proyek 4
825,10,2024-09-22,2024-09-22 17:30:00,2024-09-22 21:30:00,4,Ditolak,Lembur proyek 5
826,16,2024-09-22,2024-09-22 17:30:00,2024-09-22 20:30:00,3,Ditolak,Lembur proyek 5
827,21,2024-09-22,2024-09-22 17:30:00,2024-09-22 21:30:00,4,Disetujui,Lembur proyek 2
828,29,2024-09-22,2024-09-22 17:30:00,2024-09-22 19:30:00,2,Ditolak,Lembur proyek 2
829,32,2024-09-22,2024-09-22 17:30:00,2024-09-22 18:30:00,1,Disetujui,Lembur proyek 5
830,33,2024-09-22,2024-09-22 17:30:00,2024-09-22 18:30:00,1,Ditolak,Lembur proyek 1
831,46,2024-09-22,2024-09-22 17:30:00,2024-09-22 19:30:00,2,Ditolak,Lembur proyek 1
832,3,2024-09-23,2024-09-23 17:30:00,2024-09-23 20:30:00,3,Disetujui,Lembur proyek 3
833,5,2024-09-23,2024-09-23 17:30:00,2024-09-23 20:30:00,3,Ditolak,Lembur proyek 3
834,12,2024-09-23,2024-09-23 17:30:00,2024-09-23 21:30:00,4,Disetujui,Lembur proyek 1
835,15,2024-09-23,2024-09-23 17:30:00,2024-09-23 18:30:00,1,Disetujui,Lembur proyek 2
836,24,2024-09-23,2024-09-23 17:30:00,2024-09-23 20:30:00,3,Disetujui,Lembur proyek 1
837,42,2024-09-23,2024-09-23 17:30:00,2024-09-23 18:30:00,1,Disetujui,Lembur proyek 2
838,49,2024-09-23,2024-09-23 17:30:00,2024-09-23 18:30:00,1,Disetujui,Lembur proyek 3
839,3,2024-09-24,2024-09-24 17:30:00,2024-09-24 19:30:00,2,Disetujui,Lembur proyek 1
840,12,2024-09-24,2024-09-24 17:30:00,2024-09-24 20:30:00,3,Disetujui,Lembur proyek 5
841,20,2024-09-24,2024-09-24 17:30:00,2024-09-24 19:30:00,2,Disetujui,Lembur proyek 1
842,31,2024-09-24,2024-09-24 17:30:00,2024-09-24 20:30:00,3,Disetujui,Lembur proyek 3
843,32,2024-09-24,2024-09-24 17:30:00,2024-09-24 19:30:00,2,Ditolak,Lembur proyek 5
844,46,2024-09-24,2024-09-24 17:30:00,2024-09-24 19:30:00,2,Disetujui,Lembur proyek 5
845,1,2024-09-25,2024-09-25 17:30:00,2024-09-25 18:30:00,1,Ditolak,Lembur proyek 3
846,4,2024-09-25,2024-09-25 17:30:00,2024-09-25 18:30:00,1,Ditolak,Lembur proyek 5
847,11,2024-09-25,2024-09-25 17:30:00,2024-09-25 18:30:00,1,Disetujui,Lembur proyek 4
848,20,2024-09-25,2024-09-25 17:30:00,2024-09-25 21:30:00,4,Ditolak,Lembur proyek 2
849,22,2024-09-25,2024-09-25 17:30:00,2024-09-25 20:30:00,3,Ditolak,Lembur proyek 4
850,24,2024-09-25,2024-09-25 17:30:00,2024-09-25 20:30:00,3,Ditolak,Lembur proyek 5
851,28,2024-09-25,2024-09-25 17:30:00,2024-09-25 19:30:00,2,Ditolak,Lembur proyek 3
852,29,2024-09-25,2024-09-25 17:30:00,2024-09-25 19:30:00,2,Ditolak,Lembur proyek 3
853,35,2024-09-25,2024-09-25 17:30:00,2024-09-25 20:30:00,3,Disetujui,Lembur proyek 2
854,48,2024-09-25,2024-09-25 17:30:00,2024-09-25 20:30:00,3,Ditolak,Lembur proyek 1
855,5,2024-09-26,2024-09-26 17:30:00,2024-09-26 19:30:00,2,Ditolak,Lembur proyek 5
856,11,2024-09-26,2024-09-26 17:30:00,2024-09-26 18:30:00,1,Ditolak,Lembur proyek 3
857,18,2024-09-26,2024-09-26 17:30:00,2024-09-26 19:30:00,2,Disetujui,Lembur proyek 2
858,23,2024-09-26,2024-09-26 17:30:00,2024-09-26 18:30:00,1,Disetujui,Lembur proyek 5
859,27,2024-09-26,2024-09-26 17:30:00,2024-09-26 18:30:00,1,Disetujui,Lembur proyek 4
860,33,2024-09-26,2024-09-26 17:30:00,2024-09-26 21:30:00,4,Ditolak,Lembur proyek 1
861,46,2024-09-26,2024-09-26 17:30:00,2024-09-26 18:30:00,1,Disetujui,Lembur proyek 4
862,1,2024-09-27,2024-09-27 17:30:00,2024-09-27 18:30:00,1,Ditolak,Lembur proyek 3
863,5,2024-09-27,2024-09-27 17:30:00,2024-09-27 20:30:00,3,Ditolak,Lembur proyek 2
864,9,2024-09-27,2024-09-27 17:30:00,2024-09-27 21:30:00,4,Disetujui,Lembur proyek 3
865,12,2024-09-27,2024-09-27 17:30:00,2024-09-27 20:30:00,3,Disetujui,Lembur proyek 3
866,18,2024-09-27,2024-09-27 17:30:00,2024-09-27 18:30:00,1,Disetujui,Lembur proyek 1
867,23,2024-09-27,2024-09-27 17:30:00,2024-09-27 21:30:00,4,Disetujui,Lembur proyek 1
868,33,2024-09-27,2024-09-27 17:30:00,2024-09-27 21:30:00,4,Disetujui,Lembur proyek 3
869,41,2024-09-27,2024-09-27 17:30:00,2024-09-27 18:30:00,1,Disetujui,Lembur proyek 1
870,44,2024-09-27,2024-09-27 17:30:00,2024-09-27 21:30:00,4,Ditolak,Lembur proyek 5
871,46,2024-09-27,2024-09-27 17:30:00,2024-09-27 21:30:00,4,Ditolak,Lembur proyek 5
872,48,2024-09-27,2024-09-27 17:30:00,2024-09-27 20:30:00,3,Disetujui,Lembur proyek 3
873,4,2024-09-28,2024-09-28 17:30:00,2024-09-28 18:30:00,1,Ditolak,Lembur proyek 2
874,6,2024-09-28,2024-09-28 17:30:00,2024-09-28 21:30:00,4,Ditolak,Lembur proyek 4
875,11,2024-09-28,2024-09-28 17:30:00,2024-09-28 18:30:00,1,Disetujui,Lembur proyek 1
876,13,2024-09-28,2024-09-28 17:30:00,2024-09-28 18:30:00,1,Disetujui,Lembur proyek 2
877,17,2024-09-28,2024-09-28 17:30:00,2024-09-28 21:30:00,4,Ditolak,Lembur proyek 4
878,21,2024-09-28,2024-09-28 17:30:00,2024-09-28 20:30:00,3,Ditolak,Lembur proyek 4
879,31,2024-09-28,2024-09-28 17:30:00,2024-09-28 21:30:00,4,Ditolak,Lembur proyek 2
880,36,2024-09-28,2024-09-28 17:30:00,2024-09-28 21:30:00,4,Disetujui,Lembur proyek 2
881,41,2024-09-28,2024-09-28 17:30:00,2024-09-28 18:30:00,1,Disetujui,Lembur proyek 4
882,42,2024-09-28,2024-09-28 17:30:00,2024-09-28 19:30:00,2,Ditolak,Lembur proyek 5
883,49,2024-09-28,2024-09-28 17:30:00,2024-09-28 19:30:00,2,Disetujui,Lembur proyek 1
884,3,2024-10-01,2024-10-01 17:30:00,2024-10-01 19:30:00,2,Ditolak,Lembur proyek 2
885,4,2024-10-01,2024-10-01 17:30:00,2024-10-01 20:30:00,3,Disetujui,Lembur proyek 4
886,11,2024-10-01,2024-10-01 17:30:00,2024-10-01 19:30:00,2,Ditolak,Lembur proyek 4
887,19,2024-10-01,2024-10-01 17:30:00,2024-10-01 20:30:00,3,Disetujui,Lembur proyek 2
888,21,2024-10-01,2024-10-01 17:30:00,2024-10-01 18:30:00,1,Ditolak,Lembur proyek 5
889,34,2024-10-01,2024-10-01 17:30:00,2024-10-01 18:30:00,1,Disetujui,Lembur proyek 2
890,47,2024-10-01,2024-10-01 17:30:00,2024-10-01 18:30:00,1,Disetujui,Lembur proyek 2
891,7,2024-10-02,2024-10-02 17:30:00,2024-10-02 20:30:00,3,Ditolak,Lembur proyek 3
892,8,2024-10-02,2024-10-02 17:30:00,2024-10-02 18:30:00,1,Ditolak,Lembur proyek 2
893,13,2024-10-02,2024-10-02 17:30:00,2024-10-02 21:30:00,4,Ditolak,Lembur proyek 3
894,16,2024-10-02,2024-10-02 17:30:00,2024-10-02 18:30:00,1,Ditolak,Lembur proyek 4
895,17,2024-10-02,2024-10-02 17:30:00,2024-10-02 20:30:00,3,Ditolak,Lembur proyek 1
896,26,2024-10-02,2024-10-02 17:30:00,2024-10-02 20:30:00,3,Ditolak,Lembur proyek 2
897,27,2024-10-02,2024-10-02 17:30:00,2024-10-02 19:30:00,2,Disetujui,Lembur proyek 5
898,28,2024-10-02,2024-10-02 17:30:00,2024-10-02 20:30:00,3,Ditolak,Lembur proyek 2
899,29,2024-10-02,2024-10-02 17:30:00,2024-10-02 21:30:00,4,Ditolak,Lembur proyek 1
900,32,2024-10-02,2024-10-02 17:30:00,2024-10-02 18:30:00,1,Disetujui,Lembur proyek 3
