kehadiran_id,karyawan_id,tanggal,waktu_masuk,waktu_keluar,status_kehadiran,keterlambatan_menit,keterangan
1158,8,2024-07-24,2024-07-24 08:19:00,2024-07-24 17:21:00,Hadir,25,Keterangan untuk Hadir
1159,9,2024-07-24,2024-07-24 08:14:00,2024-07-24 17:05:00,Hadir,0,Keterangan untuk Hadir
1160,10,2024-07-24,2024-07-24 08:27:00,2024-07-24 17:30:00,Hadir,21,Keterangan untuk Hadir
1161,11,2024-07-24,2024-07-24 08:30:00,2024-07-24 17:11:00,Hadir,0,Keterangan untuk Hadir
1162,12,2024-07-24,,,Sakit,0,Keterangan untuk Sakit
1163,13,2024-07-24,2024-07-24 08:07:00,2024-07-24 17:01:00,Hadir,0,Keterangan untuk Hadir
1164,14,2024-07-24,2024-07-24 08:25:00,2024-07-24 17:11:00,Hadir,0,Keterangan untuk Hadir
1165,15,2024-07-24,2024-07-24 08:01:00,2024-07-24 17:01:00,Hadir,28,Keterangan untuk Hadir
1166,16,2024-07-24,2024-07-24 08:22:00,2024-07-24 17:30:00,Hadir,0,Keterangan untuk Hadir
1167,17,2024-07-24,2024-07-24 08:23:00,2024-07-24 17:08:00,Hadir,26,Keterangan untuk Hadir
1168,18,2024-07-24,2024-07-24 08:12:00,2024-07-24 17:20:00,Hadir,0,Keterangan untuk Hadir
1169,19,2024-07-24,2024-07-24 08:28:00,2024-07-24 17:26:00,Hadir,0,Keterangan untuk Hadir
1170,20,2024-07-24,,,Sakit,0,Keterangan untuk Sakit
1171,21,2024-07-24,2024-07-24 08:12:00,2024-07-24 17:11:00,Hadir,16,Keterangan untuk Hadir
1172,22,2024-07-24,2024-07-24 08:25:00,2024-07-24 17:15:00,Hadir,0,Keterangan untuk Hadir
1173,23,2024-07-24,2024-07-24 08:28:00,2024-07-24 17:04:00,Hadir,0,Keterangan untuk Hadir
1174,24,2024-07-24,2024-07-24 08:16:00,2024-07-24 17:20:00,Hadir,0,Keterangan untuk Hadir
1175,25,2024-07-24,2024-07-24 08:05:00,2024-07-24 17:11:00,Hadir,0,Keterangan untuk Hadir
1176,26,2024-07-24,2024-07-24 08:07:00,2024-07-24 17:13:00,Hadir,21,Keterangan untuk Hadir
1177,27,2024-07-24,2024-07-24 08:15:00,2024-07-24 17:21:00,Hadir,0,Keterangan untuk Hadir
1178,28,2024-07-24,2024-07-24 08:05:00,2024-07-24 17:20:00,Hadir,0,Keterangan untuk Hadir
1179,29,2024-07-24,2024-07-24 08:01:00,2024-07-24 17:04:00,Hadir,0,Keterangan untuk Hadir
1180,30,2024-07-24,2024-07-24 08:20:00,2024-07-24 17:16:00,Hadir,0,Keterangan untuk Hadir
1181,31,2024-07-24,,,Tanpa Keterangan,0,Keterangan untuk Tanpa Keterangan
1182,32,2024-07-24,2024-07-24 08:29:00,2024-07-24 17:05:00,Hadir,0,Keterangan untuk Hadir
1183,33,2024-07-24,2024-07-24 08:18:00,2024-07-24 17:20:00,Hadir,0,Keterangan untuk Hadir
1184,34,2024-07-24,,,Tanpa Keterangan,0,Keterangan untuk Tanpa Keterangan
1185,35,2024-07-24,2024-07-24 08:02:00,2024-07-24 17:06:00,Hadir,30,Keterangan untuk Hadir
1186,36,2024-07-24,2024-07-24 08:15:00,2024-07-24 17:05:00,Hadir,27,Keterangan untuk Hadir
1187,37,2024-07-24,2024-07-24 08:04:00,2024-07-24 17:25:00,Hadir,0,Keterangan untuk Hadir
1188,38,2024-07-24,2024-07-24 08:19:00,2024-07-24 17:21:00,Hadir,0,Keterangan untuk Hadir
1189,39,2024-07-24,2024-07-24 08:21:00,2024-07-24 17:10:00,Hadir,0,Keterangan untuk Hadir
1190,40,2024-07-24,2024-07-24 08:02:00,2024-07-24 17:07:00,Hadir,0,Keterangan untuk Hadir
1191,41,2024-07-24,2024-07-24 08:00:00,2024-07-24 17:06:00,Hadir,0,Keterangan untuk Hadir
1192,42,2024-07-24,2024-07-24 08:13:00,2024-07-24 17:26:00,Hadir,21,Keterangan untuk Hadir
1193,43,2024-07-24,2024-07-24 08:15:00,2024-07-24 17:28:00,Hadir,0,Keterangan untuk Hadir
1194,44,2024-07-24,2024-07-24 08:25:00,2024-07-24 17:17:00,Hadir,0,Keterangan untuk Hadir
1195,45,2024-07-24,2024-07-24 08:15:00,2024-07-24 17:21:00,Hadir,0,Keterangan untuk Hadir
1196,46,2024-07-24,2024-07-24 08:26:00,2024-07-24 17:00:00,Hadir,0,Keterangan untuk Hadir
1197,47,2024-07-24,2024-07-24 08:20:00,2024-07-24 17:13:00,Hadir,0,Keterangan untuk Hadir
1198,48,2024-07-24,2024-07-24 08:01:00,2024-07-24 17:22:00,Hadir,0,Keterangan untuk Hadir
1199,49,2024-07-24,2024-07-24 08:25:00,2024-07-24 17:15:00,Hadir,0,Keterangan untuk Hadir
1200,50,2024-07-24,2024-07-24 08:18:00,2024-07-24 17:25:00,Hadir,0,Keterangan untuk Hadir
1201,1,2024-07-25,2024-07-25 08:22:00,2024-07-25 17:18:00,Hadir,0,Keterangan untuk Hadir
1202,2,2024-07-25,,,Izin,0,Keterangan untuk Izin
1203,3,2024-07-25,2024-07-25 08:29:00,2024-07-25 17:27:00,Hadir,0,Keterangan untuk Hadir
1204,4,2024-07-25,,,Tanpa Keterangan,0,Keterangan untuk Tanpa Keterangan
1205,5,2024-07-25,2024-07-25 08:06:00,2024-07-25 17:00:00,Hadir,0,Keterangan untuk Hadir
1206,6,2024-07-25,2024-07-25 08:18:00,2024-07-25 17:16:00,Hadir,0,Keterangan untuk Hadir
1207,7,2024-07-25,2024-07-25 08:20:00,2024-07-25 17:06:00,Hadir,0,Keterangan untuk Hadir
1208,8,2024-07-25,2024-07-25 08:11:00,2024-07-25 17:03:00,Hadir,0,Keterangan untuk Hadir
1209,9,2024-07-25,2024-07-25 08:08:00,2024-07-25 17:08:00,Hadir,0,Keterangan untuk Hadir
1210,10,2024-07-25,2024-07-25 08:11:00,2024-07-25 17:19:00,Hadir,0,Keterangan untuk Hadir
1211,11,2024-07-25,2024-07-25 08:24:00,2024-07-25 17:06:00,Hadir,0,Keterangan untuk Hadir
1212,12,2024-07-25,2024-07-25 08:15:00,2024-07-25 17:05:00,Hadir,0,Keterangan untuk Hadir
1213,13,2024-07-25,2024-07-25 08:08:00,2024-07-25 17:09:00,Hadir,0,Keterangan untuk Hadir
1214,14,2024-07-25,2024-07-25 08:12:00,2024-07-25 17:23:00,Hadir,0,Keterangan untuk Hadir
1215,15,2024-07-25,2024-07-25 08:23:00,2024-07-25 17:07:00,Hadir,3,Keterangan untuk Hadir
1216,16,2024-07-25,2024-07-25 08:05:00,2024-07-25 17:03:00,Hadir,0,Keterangan untuk Hadir
1217,17,2024-07-25,2024-07-25 08:10:00,2024-07-25 17:25:00,Hadir,0,Keterangan untuk Hadir
1218,18,2024-07-25,2024-07-25 08:22:00,2024-07-25 17:01:00,Hadir,0,Keterangan untuk Hadir
1219,19,2024-07-25,2024-07-25 08:25:00,2024-07-25 17:02:00,Hadir,0,Keterangan untuk Hadir
1220,20,2024-07-25,2024-07-25 08:19:00,2024-07-25 17:13:00,Hadir,0,Keterangan untuk Hadir
1221,21,2024-07-25,,,Sakit,0,Keterangan untuk Sakit
1222,22,2024-07-25,2024-07-25 08:01:00,2024-07-25 17:23:00,Hadir,0,Keterangan untuk Hadir
1223,23,2024-07-25,2024-07-25 08:20:00,2024-07-25 17:16:00,Hadir,19,Keterangan untuk Hadir
1224,24,2024-07-25,2024-07-25 08:30:00,2024-07-25 17:24:00,Hadir,1,Keterangan untuk Hadir
1225,25,2024-07-25,2024-07-25 08:14:00,2024-07-25 17:00:00,Hadir,0,Keterangan untuk Hadir
1226,26,2024-07-25,2024-07-25 08:25:00,2024-07-25 17:16:00,Hadir,0,Keterangan untuk Hadir
1227,27,2024-07-25,2024-07-25 08:19:00,2024-07-25 17:16:00,Hadir,0,Keterangan untuk Hadir
1228,28,2024-07-25,2024-07-25 08:05:00,2024-07-25 17:21:00,Hadir,0,Keterangan untuk Hadir
1229,29,2024-07-25,,,Izin,0,Keterangan untuk Izin
1230,30,2024-07-25,2024-07-25 08:08:00,2024-07-25 17:24:00,Hadir,2,Keterangan untuk Hadir
1231,31,2024-07-25,2024-07-25 08:12:00,2024-07-25 17:18:00,Hadir,0,Keterangan untuk Hadir
1232,32,2024-07-25,2024-07-25 08:22:00,2024-07-25 17:02:00,Hadir,0,Keterangan untuk Hadir
1233,33,2024-07-25,2024-07-25 08:23:00,2024-07-25 17:26:00,Hadir,0,Keterangan untuk Hadir
1234,34,2024-07-25,2024-07-25 08:11:00,2024-07-25 17:30:00,Hadir,0,Keterangan untuk Hadir
1235,35,2024-07-25,2024-07-25 08:30:00,2024-07-25 17:06:00,Hadir,0,Keterangan untuk Hadir
1236,36,2024-07-25,2024-07-25 08:00:00,2024-07-25 17:08:00,Hadir,0,Keterangan untuk Hadir
1237,37,2024-07-25,2024-07-25 08:17:00,2024-07-25 17:02:00,Hadir,0,Keterangan untuk Hadir
1238,38,2024-07-25,2024-07-25 08:03:00,2024-07-25 17:25:00,Hadir,0,Keterangan untuk Hadir
1239,39,2024-07-25,2024-07-25 08:17:00,2024-07-25 17:26:00,Hadir,0,Keterangan untuk Hadir
1240,40,2024-07-25,2024-07-25 08:14:00,2024-07-25 17:30:00,Hadir,0,Keterangan untuk Hadir
1241,41,2024-07-25,2024-07-25 08:07:00,2024-07-25 17:24:00,Hadir,0,Keterangan untuk Hadir
1242,42,2024-07-25,2024-07-25 08:21:00,2024-07-25 17:14:00,Hadir,0,Keterangan untuk Hadir
1243,43,2024-07-25,2024-07-25 08:03:00,2024-07-25 17:08:00,Hadir,15,Keterangan untuk Hadir
1244,44,2024-07-25,,,Tanpa Keterangan,0,Keterangan untuk Tanpa Keterangan
1245,45,2024-07-25,2024-07-25 08:22:00,2024-07-25 17:07:00,Hadir,0,Keterangan untuk Hadir
1246,46,2024-07-25,2024-07-25 08:11:00,2024-07-25 17:16:00,Hadir,0,Keterangan untuk Hadir
1247,47,2024-07-25,2024-07-25 08:08:00,2024-07-25 17:07:00,Hadir,0,Keterangan untuk Hadir
1248,48,2024-07-25,2024-07-25 08:23:00,2024-07-25 17:26:00,Hadir,0,Keterangan untuk Hadir
1249,49,2024-07-25,2024-07-25 08:05:00,2024-07-25 17:15:00,Hadir,0,Keterangan untuk Hadir
1250,50,2024-07-25,2024-07-25 08:18:00,2024-07-25 17:08:00,Hadir,0,Keterangan untuk Hadir
1251,1,2024-07-26,2024-07-26 08:29:00,2024-07-26 17:29:00,Hadir,0,Keterangan untuk Hadir
1252,2,2024-07-26,2024-07-26 08:07:00,2024-07-26 17:23:00,Hadir,0,Keterangan untuk Hadir
1253,3,2024-07-26,2024-07-26 08:07:00,2024-07-26 17:06:00,Hadir,0,Keterangan untuk Hadir
1254,4,2024-07-26,2024-07-26 08:04:00,2024-07-26 17:24:00,Hadir,11,Keterangan untuk Hadir
1255,5,2024-07-26,2024-07-26 08:30:00,2024-07-26 17:21:00,Hadir,21,Keterangan untuk Hadir
1256,6,2024-07-26,2024-07-26 08:27:00,2024-07-26 17:17:00,Hadir,0,Keterangan untuk Hadir
1257,7,2024-07-26,2024-07-26 08:19:00,2024-07-26 17:10:00,Hadir,11,Keterangan untuk Hadir
1258,8,2024-07-26,2024-07-26 08:18:00,2024-07-26 17:27:00,Hadir,28,Keterangan untuk Hadir
1259,9,2024-07-26,2024-07-26 08:24:00,2024-07-26 17:29:00,Hadir,0,Keterangan untuk Hadir
1260,10,2024-07-26,2024-07-26 08:24:00,2024-07-26 17:18:00,Hadir,0,Keterangan untuk Hadir
1261,11,2024-07-26,2024-07-26 08:13:00,2024-07-26 17:15:00,Hadir,0,Keterangan untuk Hadir
1262,12,2024-07-26,2024-07-26 08:11:00,2024-07-26 17:12:00,Hadir,0,Keterangan untuk Hadir
1263,13,2024-07-26,2024-07-26 08:14:00,2024-07-26 17:03:00,Hadir,0,Keterangan untuk Hadir
1264,14,2024-07-26,2024-07-26 08:22:00,2024-07-26 17:00:00,Hadir,0,Keterangan untuk Hadir
1265,15,2024-07-26,,,Izin,0,Keterangan untuk Izin
1266,16,2024-07-26,2024-07-26 08:11:00,2024-07-26 17:19:00,Hadir,0,Keterangan untuk Hadir
1267,17,2024-07-26,2024-07-26 08:08:00,2024-07-26 17:07:00,Hadir,0,Keterangan untuk Hadir
1268,18,2024-07-26,2024-07-26 08:11:00,2024-07-26 17:05:00,Hadir,10,Keterangan untuk Hadir
1269,19,2024-07-26,2024-07-26 08:22:00,2024-07-26 17:24:00,Hadir,0,Keterangan untuk Hadir
1270,20,2024-07-26,2024-07-26 08:14:00,2024-07-26 17:05:00,Hadir,8,Keterangan untuk Hadir
1271,21,2024-07-26,2024-07-26 08:07:00,2024-07-26 17:26:00,Hadir,21,Keterangan untuk Hadir
1272,22,2024-07-26,,,Sakit,0,Keterangan untuk Sakit
1273,23,2024-07-26,2024-07-26 08:27:00,2024-07-26 17:12:00,Hadir,0,Keterangan untuk Hadir
1274,24,2024-07-26,2024-07-26 08:04:00,2024-07-26 17:15:00,Hadir,23,Keterangan untuk Hadir
1275,25,2024-07-26,2024-07-26 08:15:00,2024-07-26 17:04:00,Hadir,0,Keterangan untuk Hadir
1276,26,2024-07-26,2024-07-26 08:17:00,2024-07-26 17:23:00,Hadir,16,Keterangan untuk Hadir
1277,27,2024-07-26,2024-07-26 08:08:00,2024-07-26 17:17:00,Hadir,0,Keterangan untuk Hadir
1278,28,2024-07-26,2024-07-26 08:03:00,2024-07-26 17:22:00,Hadir,0,Keterangan untuk Hadir
1279,29,2024-07-26,2024-07-26 08:08:00,2024-07-26 17:15:00,Hadir,0,Keterangan untuk Hadir
1280,30,2024-07-26,2024-07-26 08:23:00,2024-07-26 17:10:00,Hadir,0,Keterangan untuk Hadir
1281,31,2024-07-26,2024-07-26 08:17:00,2024-07-26 17:29:00,Hadir,0,Keterangan untuk Hadir
1282,32,2024-07-26,2024-07-26 08:13:00,2024-07-26 17:03:00,Hadir,0,Keterangan untuk Hadir
1283,33,2024-07-26,2024-07-26 08:19:00,2024-07-26 17:06:00,Hadir,0,Keterangan untuk Hadir
1284,34,2024-07-26,2024-07-26 08:17:00,2024-07-26 17:05:00,Hadir,0,Keterangan untuk Hadir
1285,35,2024-07-26,2024-07-26 08:10:00,2024-07-26 17:21:00,Hadir,0,Keterangan untuk Hadir
1286,36,2024-07-26,2024-07-26 08:14:00,2024-07-26 17:28:00,Hadir,0,Keterangan untuk Hadir
1287,37,2024-07-26,,,Tanpa Keterangan,0,Keterangan untuk Tanpa Keterangan
1288,38,2024-07-26,2024-07-26 08:04:00,2024-07-26 17:27:00,Hadir,0,Keterangan untuk Hadir
1289,39,2024-07-26,2024-07-26 08:13:00,2024-07-26 17:20:00,Hadir,10,Keterangan untuk Hadir
1290,40,2024-07-26,2024-07-26 08:29:00,2024-07-26 17:02:00,Hadir,0,Keterangan untuk Hadir
1291,41,2024-07-26,,,Sakit,0,Keterangan untuk Sakit
1292,42,2024-07-26,2024-07-26 08:09:00,2024-07-26 17:22:00,Hadir,0,Keterangan untuk Hadir
1293,43,2024-07-26,2024-07-26 08:08:00,2024-07-26 17:28:00,Hadir,0,Keterangan untuk Hadir
1294,44,2024-07-26,2024-07-26 08:23:00,2024-07-26 17:18:00,Hadir,11,Keterangan untuk Hadir
1295,45,2024-07-26,2024-07-26 08:05:00,2024-07-26 17:05:00,Hadir,0,Keterangan untuk Hadir
1296,46,2024-07-26,2024-07-26 08:07:00,2024-07-26 17:21:00,Hadir,0,Keterangan untuk Hadir
1297,47,2024-07-26,2024-07-26 08:23:00,2024-07-26 17:02:00,Hadir,0,Keterangan untuk Hadir
1298,48,2024-07-26,2024-07-26 08:03:00,2024-07-26 17:02:00,Hadir,0,Keterangan untuk Hadir
1299,49,2024-07-26,2024-07-26 08:01:00,2024-07-26 17:00:00,Hadir,0,Keterangan untuk Hadir
1300,50,2024-07-26,2024-07-26 08:02:00,2024-07-26 17:03:00,Hadir,0,Keterangan untuk Hadir
1301,1,2024-07-27,2024-07-27 08:20:00,2024-07-27 17:29:00,Hadir,0,Keterangan untuk Hadir
1302,2,2024-07-27,2024-07-27 08:07:00,2024-07-27 17:23:00,Hadir,0,Keterangan untuk Hadir
1303,3,2024-07-27,2024-07-27 08:04:00,2024-07-27 17:16:00,Hadir,0,Keterangan untuk Hadir
1304,4,2024-07-27,2024-07-27 08:21:00,2024-07-27 17:11:00,Hadir,0,Keterangan untuk Hadir
1305,5,2024-07-27,2024-07-27 08:15:00,2024-07-27 17:14:00,Hadir,0,Keterangan untuk Hadir
1306,6,2024-07-27,2024-07-27 08:08:00,2024-07-27 17:17:00,Hadir,0,Keterangan untuk Hadir
1307,7,2024-07-27,2024-07-27 08:17:00,2024-07-27 17:05:00,Hadir,22,Keterangan untuk Hadir
1308,8,2024-07-27,2024-07-27 08:23:00,2024-07-27 17:20:00,Hadir,0,Keterangan untuk Hadir
1309,9,2024-07-27,2024-07-27 08:20:00,2024-07-27 17:20:00,Hadir,0,Keterangan untuk Hadir
1310,10,2024-07-27,2024-07-27 08:17:00,2024-07-27 17:07:00,Hadir,15,Keterangan untuk Hadir
1311,11,2024-07-27,2024-07-27 08:11:00,2024-07-27 17:13:00,Hadir,0,Keterangan untuk Hadir
1312,12,2024-07-27,2024-07-27 08:00:00,2024-07-27 17:16:00,Hadir,0,Keterangan untuk Hadir
1313,13,2024-07-27,2024-07-27 08:09:00,2024-07-27 17:15:00,Hadir,11,Keterangan untuk Hadir
1314,14,2024-07-27,2024-07-27 08:15:00,2024-07-27 17:30:00,Hadir,0,Keterangan untuk Hadir
1315,15,2024-07-27,2024-07-27 08:24:00,2024-07-27 17:13:00,Hadir,0,Keterangan untuk Hadir
1316,16,2024-07-27,2024-07-27 08:25:00,2024-07-27 17:00:00,Hadir,0,Keterangan untuk Hadir
1317,17,2024-07-27,2024-07-27 08:28:00,2024-07-27 17:17:00,Hadir,0,Keterangan untuk Hadir
1318,18,2024-07-27,2024-07-27 08:22:00,2024-07-27 17:23:00,Hadir,0,Keterangan untuk Hadir
1319,19,2024-07-27,2024-07-27 08:08:00,2024-07-27 17:02:00,Hadir,7,Keterangan untuk Hadir
1320,20,2024-07-27,2024-07-27 08:24:00,2024-07-27 17:25:00,Hadir,0,Keterangan untuk Hadir
1321,21,2024-07-27,2024-07-27 08:08:00,2024-07-27 17:09:00,Hadir,21,Keterangan untuk Hadir
1322,22,2024-07-27,2024-07-27 08:08:00,2024-07-27 17:13:00,Hadir,0,Keterangan untuk Hadir
1323,23,2024-07-27,2024-07-27 08:04:00,2024-07-27 17:09:00,Hadir,0,Keterangan untuk Hadir
1324,24,2024-07-27,2024-07-27 08:14:00,2024-07-27 17:08:00,Hadir,0,Keterangan untuk Hadir
1325,25,2024-07-27,2024-07-27 08:10:00,2024-07-27 17:00:00,Hadir,0,Keterangan untuk Hadir
1326,26,2024-07-27,2024-07-27 08:05:00,2024-07-27 17:03:00,Hadir,0,Keterangan untuk Hadir
1327,27,2024-07-27,2024-07-27 08:14:00,2024-07-27 17:23:00,Hadir,0,Keterangan untuk Hadir
1328,28,2024-07-27,,,Izin,0,Keterangan untuk Izin
1329,29,2024-07-27,2024-07-27 08:10:00,2024-07-27 17:13:00,Hadir,0,Keterangan untuk Hadir
1330,30,2024-07-27,2024-07-27 08:11:00,2024-07-27 17:14:00,Hadir,0,Keterangan untuk Hadir
1331,31,2024-07-27,2024-07-27 08:02:00,2024-07-27 17:26:00,Hadir,0,Keterangan untuk Hadir
1332,32,2024-07-27,2024-07-27 08:08:00,2024-07-27 17:24:00,Hadir,0,Keterangan untuk Hadir
1333,33,2024-07-27,2024-07-27 08:05:00,2024-07-27 17:06:00,Hadir,0,Keterangan untuk Hadir
1334,34,2024-07-27,2024-07-27 08:12:00,2024-07-27 17:26:00,Hadir,0,Keterangan untuk Hadir
1335,35,2024-07-27,,,Tanpa Keterangan,0,Keterangan untuk Tanpa Keterangan
1336,36,2024-07-27,2024-07-27 08:14:00,2024-07-27 17:07:00,Hadir,0,Keterangan untuk Hadir
1337,37,2024-07-27,2024-07-27 08:14:00,2024-07-27 17:23:00,Hadir,0,Keterangan untuk Hadir
1338,38,2024-07-27,2024-07-27 08:06:00,2024-07-27 17:15:00,Hadir,0,Keterangan untuk Hadir
1339,39,2024-07-27,2024-07-27 08:10:00,2024-07-27 17:05:00,Hadir,29,Keterangan untuk Hadir
1340,40,2024-07-27,2024-07-27 08:29:00,2024-07-27 17:17:00,Hadir,0,Keterangan untuk Hadir
1341,41,2024-07-27,2024-07-27 08:20:00,2024-07-27 17:09:00,Hadir,0,Keterangan untuk Hadir
1342,42,2024-07-27,2024-07-27 08:21:00,2024-07-27 17:06:00,Hadir,27,Keterangan untuk Hadir
1343,43,2024-07-27,2024-07-27 08:13:00,2024-07-27 17:10:00,Hadir,0,Keterangan untuk Hadir
1344,44,2024-07-27,,,Sakit,0,Keterangan untuk Sakit
1345,45,2024-07-27,2024-07-27 08:07:00,2024-07-27 17:00:00,Hadir,0,Keterangan untuk Hadir
1346,46,2024-07-27,2024-07-27 08:22:00,2024-07-27 17:15:00,Hadir,0,Keterangan untuk Hadir
1347,47,2024-07-27,2024-07-27 08:24:00,2024-07-27 17:02:00,Hadir,0,Keterangan untuk Hadir
1348,48,2024-07-27,2024-07-27 08:21:00,2024-07-27 17:19:00,Hadir,0,Keterangan untuk Hadir
1349,49,2024-07-27,2024-07-27 08:20:00,2024-07-27 17:01:00,Hadir,24,Keterangan untuk Hadir
1350,50,2024-07-27,,,Tanpa Keterangan,0,Keterangan untuk Tanpa Keterangan
1351,1,2024-07-28,2024-07-28 08:03:00,2024-07-28 17:04:00,Hadir,0,Keterangan untuk Hadir
1352,2,2024-07-28,2024-07-28 08:17:00,2024-07-28 17:25:00,Hadir,0,Keterangan untuk Hadir
1353,3,2024-07-28,2024-07-28 08:28:00,2024-07-28 17:14:00,Hadir,0,Keterangan untuk Hadir
1354,4,2024-07-28,2024-07-28 08:12:00,2024-07-28 17:11:00,Hadir,0,Keterangan untuk Hadir
1355,5,2024-07-28,2024-07-28 08:01:00,2024-07-28 17:15:00,Hadir,0,Keterangan untuk Hadir
1356,6,2024-07-28,2024-07-28 08:17:00,2024-07-28 17:22:00,Hadir,0,Keterangan untuk Hadir
1357,7,2024-07-28,2024-07-28 08:17:00,2024-07-28 17:11:00,Hadir,0,Keterangan untuk Hadir
1358,8,2024-07-28,2024-07-28 08:27:00,2024-07-28 17:26:00,Hadir,0,Keterangan untuk Hadir
1359,9,2024-07-28,2024-07-28 08:02:00,2024-07-28 17:16:00,Hadir,5,Keterangan untuk Hadir
1360,10,2024-07-28,2024-07-28 08:08:00,2024-07-28 17:17:00,Hadir,0,Keterangan untuk Hadir
1361,11,2024-07-28,2024-07-28 08:20:00,2024-07-28 17:16:00,Hadir,0,Keterangan untuk Hadir
1362,12,2024-07-28,2024-07-28 08:00:00,2024-07-28 17:19:00,Hadir,0,Keterangan untuk Hadir
1363,13,2024-07-28,2024-07-28 08:07:00,2024-07-28 17:10:00,Hadir,0,Keterangan untuk Hadir
1364,14,2024-07-28,2024-07-28 08:17:00,2024-07-28 17:26:00,Hadir,0,Keterangan untuk Hadir
1365,15,2024-07-28,2024-07-28 08:15:00,2024-07-28 17:24:00,Hadir,0,Keterangan untuk Hadir
1366,16,2024-07-28,2024-07-28 08:10:00,2024-07-28 17:13:00,Hadir,0,Keterangan untuk Hadir
1367,17,2024-07-28,2024-07-28 08:16:00,2024-07-28 17:21:00,Hadir,0,Keterangan untuk Hadir
1368,18,2024-07-28,,,Izin,0,Keterangan untuk Izin
1369,19,2024-07-28,2024-07-28 08:03:00,2024-07-28 17:15:00,Hadir,0,Keterangan untuk Hadir
1370,20,2024-07-28,2024-07-28 08:20:00,2024-07-28 17:26:00,Hadir,0,Keterangan untuk Hadir
1371,21,2024-07-28,2024-07-28 08:19:00,2024-07-28 17:22:00,Hadir,0,Keterangan untuk Hadir
1372,22,2024-07-28,2024-07-28 08:07:00,2024-07-28 17:19:00,Hadir,0,Keterangan untuk Hadir
1373,23,2024-07-28,2024-07-28 08:29:00,2024-07-28 17:06:00,Hadir,0,Keterangan untuk Hadir
1374,24,2024-07-28,2024-07-28 08:02:00,2024-07-28 17:14:00,Hadir,26,Keterangan untuk Hadir
1375,25,2024-07-28,2024-07-28 08:17:00,2024-07-28 17:23:00,Hadir,0,Keterangan untuk Hadir
1376,26,2024-07-28,2024-07-28 08:11:00,2024-07-28 17:25:00,Hadir,0,Keterangan untuk Hadir
1377,27,2024-07-28,2024-07-28 08:16:00,2024-07-28 17:01:00,Hadir,8,Keterangan untuk Hadir
1378,28,2024-07-28,2024-07-28 08:30:00,2024-07-28 17:06:00,Hadir,2,Keterangan untuk Hadir
1379,29,2024-07-28,2024-07-28 08:23:00,2024-07-28 17:07:00,Hadir,0,Keterangan untuk Hadir
1380,30,2024-07-28,2024-07-28 08:16:00,2024-07-28 17:21:00,Hadir,0,Keterangan untuk Hadir
1381,31,2024-07-28,2024-07-28 08:05:00,2024-07-28 17:17:00,Hadir,0,Keterangan untuk Hadir
1382,32,2024-07-28,2024-07-28 08:03:00,2024-07-28 17:24:00,Hadir,0,Keterangan untuk Hadir
1383,33,2024-07-28,2024-07-28 08:14:00,2024-07-28 17:22:00,Hadir,0,Keterangan untuk Hadir
1384,34,2024-07-28,2024-07-28 08:25:00,2024-07-28 17:05:00,Hadir,5,Keterangan untuk Hadir
1385,35,2024-07-28,2024-07-28 08:21:00,2024-07-28 17:05:00,Hadir,0,Keterangan untuk Hadir
1386,36,2024-07-28,2024-07-28 08:29:00,2024-07-28 17:11:00,Hadir,0,Keterangan untuk Hadir
1387,37,2024-07-28,2024-07-28 08:10:00,2024-07-28 17:27:00,Hadir,0,Keterangan untuk Hadir
1388,38,2024-07-28,2024-07-28 08:13:00,2024-07-28 17:26:00,Hadir,0,Keterangan untuk Hadir
1389,39,2024-07-28,2024-07-28 08:18:00,2024-07-28 17:17:00,Hadir,0,Keterangan untuk Hadir
1390,40,2024-07-28,2024-07-28 08:29:00,2024-07-28 17:23:00,Hadir,0,Keterangan untuk Hadir
1391,41,2024-07-28,2024-07-28 08:30:00,2024-07-28 17:12:00,Hadir,14,Keterangan untuk Hadir
1392,42,2024-07-28,,,Izin,0,Keterangan untuk Izin
1393,43,2024-07-28,2024-07-28 08:16:00,2024-07-28 17:04:00,Hadir,0,Keterangan untuk Hadir
1394,44,2024-07-28,2024-07-28 08:09:00,2024-07-28 17:07:00,Hadir,0,Keterangan untuk Hadir
1395,45,2024-07-28,2024-07-28 08:24:00,2024-07-28 17:26:00,Hadir,0,Keterangan untuk Hadir
1396,46,2024-07-28,2024-07-28 08:17:00,2024-07-28 17:16:00,Hadir,29,Keterangan untuk Hadir
1397,47,2024-07-28,2024-07-28 08:03:00,2024-07-28 17:01:00,Hadir,4,Keterangan untuk Hadir
1398,48,2024-07-28,2024-07-28 08:08:00,2024-07-28 17:11:00,Hadir,0,Keterangan untuk Hadir
1399,49,2024-07-28,2024-07-28 08:08:00,2024-07-28 17:25:00,Hadir,0,Keterangan untuk Hadir
1400,50,2024-07-28,2024-07-28 08:18:00,2024-07-28 17:29:00,Hadir,0,Keterangan untuk Hadir
1401,1,2024-08-01,2024-08-01 08:10:00,2024-08-01 17:25:00,Hadir,0,Keterangan untuk Hadir
1402,2,2024-08-01,2024-08-01 08:28:00,2024-08-01 17:22:00,Hadir,0,Keterangan untuk Hadir
1403,3,2024-08-01,2024-08-01 08:19:00,2024-08-01 17:20:00,Hadir,3,Keterangan untuk Hadir
